Id,Date,Hours,ProjectId,ProjectName,TaskId,TaskName,IsBillable
ac46f51d-ed24-e511-80bd-00155dfc3b0a,7/6/2015,5,49490ebc-46a8-e211-8486-0026b9f9e50c,Deloitte - Microsoft CRM Pension Integration - Architecture & Planning Phase,db988142-4979-e311-8486-0026b9f9e50c,Phase 4A User Acceptance Testing Support,TRUE
ffe7dcbe-ef24-e511-80bd-00155dfc3b0a,7/7/2015,0.5,60e5808c-bf00-e511-80bd-00155dfc3b0a,Green Plains - Dynamics CRM SFA Implementation,a0187792-bf00-e511-80bd-00155dfc3b0a,System Configuration and Custom Development,TRUE
02e8dcbe-ef24-e511-80bd-00155dfc3b0a,7/7/2015,0.25,60e5808c-bf00-e511-80bd-00155dfc3b0a,Green Plains - Dynamics CRM SFA Implementation,c6187792-bf00-e511-80bd-00155dfc3b0a,Training and End-User Documentation,TRUE
60aba353-f024-e511-80bd-00155dfc3b0a,7/7/2015,0.5,2c6c3a1f-bfd8-e411-80ba-00155dfc3b0a,HITT Contracting - MSCRM Triage Work,f6584225-bfd8-e411-80ba-00155dfc3b0a,Testing and Debugging,TRUE
63aba353-f024-e511-80bd-00155dfc3b0a,7/7/2015,2.25,4c2dc0ba-fabd-e411-80ba-00155dfc3b0a,Pearson Embanet: 2015 Releases,22afbdc0-fabd-e411-80ba-00155dfc3b0a,Testing and Debugging,TRUE
6caba353-f024-e511-80bd-00155dfc3b0a,7/7/2015,0.75,6b14519d-c295-e411-b7a3-0026b9f9e50c,Plante Moran: CRM 2015 Implementation,3348620d-eed0-e411-80ba-00155dfc3b0a,Iteration 4: Testing and Debugging,TRUE
6faba353-f024-e511-80bd-00155dfc3b0a,7/7/2015,2,6b14519d-c295-e411-b7a3-0026b9f9e50c,Plante Moran: CRM 2015 Implementation,3348620d-eed0-e411-80ba-00155dfc3b0a,Iteration 4: Testing and Debugging,TRUE
72aba353-f024-e511-80bd-00155dfc3b0a,7/7/2015,0.5,4c2dc0ba-fabd-e411-80ba-00155dfc3b0a,Pearson Embanet: 2015 Releases,22afbdc0-fabd-e411-80ba-00155dfc3b0a,Testing and Debugging,TRUE
962ea56b-f024-e511-80bd-00155dfc3b0a,7/7/2015,5.5,d23db26e-64bd-e411-80ba-00155dfc3b0a,ET: Dedicated Developer Extensions - Q1 2015,600d6691-49c7-e411-80ba-00155dfc3b0a,Dedicated Development,TRUE
8bb30478-f024-e511-80bd-00155dfc3b0a,7/7/2015,2,5369a6c4-c3f4-e411-80bb-00155dfc3b0a,Merial - Interaction Form Development,1d29a2ca-c3f4-e411-80bb-00155dfc3b0a,System Configuration and Custom Development,TRUE
91b30478-f024-e511-80bd-00155dfc3b0a,7/7/2015,0.5,5369a6c4-c3f4-e411-80bb-00155dfc3b0a,Merial - Interaction Form Development,1d29a2ca-c3f4-e411-80bb-00155dfc3b0a,System Configuration and Custom Development,TRUE
94b30478-f024-e511-80bd-00155dfc3b0a,7/7/2015,1.75,5369a6c4-c3f4-e411-80bb-00155dfc3b0a,Merial - Interaction Form Development,8d359ad0-c3f4-e411-80bb-00155dfc3b0a,Project Management and Status Updates,TRUE
d97c4fdc-f024-e511-80bd-00155dfc3b0a,7/7/2015,1.5,6490121e-df06-e511-80bd-00155dfc3b0a,MAG Canada: CRM Deployment & iMAB Redesign - Phase I,eddd6f26-df06-e511-80bd-00155dfc3b0a,CRM Iteration 1: Testing and Debugging,TRUE
df7c4fdc-f024-e511-80bd-00155dfc3b0a,7/7/2015,3,1e3ace77-d8ff-e411-80bd-00155dfc3b0a,ET: Dynamics CRM Connector,f2cfd17d-d8ff-e411-80bd-00155dfc3b0a,Testing and Debugging,TRUE
d7574249-f124-e511-80bd-00155dfc3b0a,7/7/2015,0.5,3437354b-85a2-e411-80ba-00155dfc3b0a,Pearson Embanet: Laurus Migration,40853351-85a2-e411-80ba-00155dfc3b0a,Project Management and Status Updates,TRUE
e6574249-f124-e511-80bd-00155dfc3b0a,7/7/2015,0.25,f061a36b-5d09-e511-80bd-00155dfc3b0a,Leader Dogs: Phase II,4ae4a577-5d09-e511-80bd-00155dfc3b0a,Project Management and Status Updates,TRUE
ec574249-f124-e511-80bd-00155dfc3b0a,7/7/2015,0.25,f061a36b-5d09-e511-80bd-00155dfc3b0a,Leader Dogs: Phase II,4ae4a577-5d09-e511-80bd-00155dfc3b0a,Project Management and Status Updates,TRUE
ef574249-f124-e511-80bd-00155dfc3b0a,7/7/2015,0.25,f061a36b-5d09-e511-80bd-00155dfc3b0a,Leader Dogs: Phase II,4ae4a577-5d09-e511-80bd-00155dfc3b0a,Project Management and Status Updates,TRUE
f2574249-f124-e511-80bd-00155dfc3b0a,7/7/2015,0.75,53a8b260-77a5-e411-80ba-00155dfc3b0a,Avnet - MSCRM Implementation,5083cbdd-8eb7-e411-80ba-00155dfc3b0a,Milestone 4: Testing and Debugging,TRUE
f8574249-f124-e511-80bd-00155dfc3b0a,7/7/2015,0.25,f061a36b-5d09-e511-80bd-00155dfc3b0a,Leader Dogs: Phase II,b6c6a571-5d09-e511-80bd-00155dfc3b0a,Definition and Design,TRUE
fe574249-f124-e511-80bd-00155dfc3b0a,7/7/2015,0.25,f061a36b-5d09-e511-80bd-00155dfc3b0a,Leader Dogs: Phase II,4ae4a577-5d09-e511-80bd-00155dfc3b0a,Project Management and Status Updates,TRUE
04584249-f124-e511-80bd-00155dfc3b0a,7/7/2015,0.5,91b2b4ba-fee8-e411-80bb-00155dfc3b0a,Merial - ParaVue Windows 8 App,f12ab2c0-fee8-e411-80bb-00155dfc3b0a,User Acceptance Testing Support,TRUE
0a584249-f124-e511-80bd-00155dfc3b0a,7/7/2015,1.25,53a8b260-77a5-e411-80ba-00155dfc3b0a,Avnet - MSCRM Implementation,5083cbdd-8eb7-e411-80ba-00155dfc3b0a,Milestone 4: Testing and Debugging,TRUE
0d584249-f124-e511-80bd-00155dfc3b0a,7/7/2015,0.5,53a8b260-77a5-e411-80ba-00155dfc3b0a,Avnet - MSCRM Implementation,5083cbdd-8eb7-e411-80ba-00155dfc3b0a,Milestone 4: Testing and Debugging,TRUE
10584249-f124-e511-80bd-00155dfc3b0a,7/7/2015,0.5,53a8b260-77a5-e411-80ba-00155dfc3b0a,Avnet - MSCRM Implementation,5083cbdd-8eb7-e411-80ba-00155dfc3b0a,Milestone 4: Testing and Debugging,TRUE
0c62029b-f124-e511-80bd-00155dfc3b0a,7/7/2015,1,a15600a7-81ad-e411-80ba-00155dfc3b0a,AMEC- Foster Wheeler Implementation,188f42b3-81ad-e411-80ba-00155dfc3b0a,Implementation: Post-Deployment Support,TRUE
1b62029b-f124-e511-80bd-00155dfc3b0a,7/7/2015,0.5,a15600a7-81ad-e411-80ba-00155dfc3b0a,AMEC- Foster Wheeler Implementation,228f42b3-81ad-e411-80ba-00155dfc3b0a,General: Project Management and Status Updates,TRUE
2762029b-f124-e511-80bd-00155dfc3b0a,7/6/2015,0.25,5369a6c4-c3f4-e411-80bb-00155dfc3b0a,Merial - Interaction Form Development,8d359ad0-c3f4-e411-80bb-00155dfc3b0a,Project Management and Status Updates,TRUE
2d62029b-f124-e511-80bd-00155dfc3b0a,7/6/2015,0.5,53a8b260-77a5-e411-80ba-00155dfc3b0a,Avnet - MSCRM Implementation,ce922667-77a5-e411-80ba-00155dfc3b0a,Project Management and Status Updates,TRUE
3062029b-f124-e511-80bd-00155dfc3b0a,7/6/2015,1,f061a36b-5d09-e511-80bd-00155dfc3b0a,Leader Dogs: Phase II,4ae4a577-5d09-e511-80bd-00155dfc3b0a,Project Management and Status Updates,TRUE
3362029b-f124-e511-80bd-00155dfc3b0a,7/6/2015,0.5,91b2b4ba-fee8-e411-80bb-00155dfc3b0a,Merial - ParaVue Windows 8 App,f12ab2c0-fee8-e411-80bb-00155dfc3b0a,User Acceptance Testing Support,TRUE
3662029b-f124-e511-80bd-00155dfc3b0a,7/6/2015,1.5,53a8b260-77a5-e411-80ba-00155dfc3b0a,Avnet - MSCRM Implementation,5083cbdd-8eb7-e411-80ba-00155dfc3b0a,Milestone 4: Testing and Debugging,TRUE
3962029b-f124-e511-80bd-00155dfc3b0a,7/6/2015,1,53a8b260-77a5-e411-80ba-00155dfc3b0a,Avnet - MSCRM Implementation,5083cbdd-8eb7-e411-80ba-00155dfc3b0a,Milestone 4: Testing and Debugging,TRUE
209bb4dc-f124-e511-80bd-00155dfc3b0a,7/6/2015,0.75,53a8b260-77a5-e411-80ba-00155dfc3b0a,Avnet - MSCRM Implementation,5083cbdd-8eb7-e411-80ba-00155dfc3b0a,Milestone 4: Testing and Debugging,TRUE
3b808a07-f224-e511-80bd-00155dfc3b0a,7/6/2015,0.25,53a8b260-77a5-e411-80ba-00155dfc3b0a,Avnet - MSCRM Implementation,5083cbdd-8eb7-e411-80ba-00155dfc3b0a,Milestone 4: Testing and Debugging,TRUE
a99f8145-f224-e511-80bd-00155dfc3b0a,7/7/2015,0.5,93526dfb-2ade-e411-80ba-00155dfc3b0a,PING: CRM Phase 1,78fe6301-2bde-e411-80ba-00155dfc3b0a,Project Management and Status Updates,TRUE
ac9f8145-f224-e511-80bd-00155dfc3b0a,7/7/2015,2,d23db26e-64bd-e411-80ba-00155dfc3b0a,ET: Dedicated Developer Extensions - Q1 2015,600d6691-49c7-e411-80ba-00155dfc3b0a,Dedicated Development,TRUE
af9f8145-f224-e511-80bd-00155dfc3b0a,7/7/2015,1.75,93526dfb-2ade-e411-80ba-00155dfc3b0a,PING: CRM Phase 1,36fe6301-2bde-e411-80ba-00155dfc3b0a,Definition and Design,TRUE
b6abb094-f624-e511-80bd-00155dfc3b0a,7/7/2015,0.75,2987ec16-ddb3-e011-8a04-0026b9f9e50c,Ideal Image - Support,ea565221-e76e-e211-92f3-0026b9f9e50c,Support Case Work,TRUE
b9abb094-f624-e511-80bd-00155dfc3b0a,7/7/2015,4.75,b0092398-1dee-e411-80bb-00155dfc3b0a,JLL: AP ClientFirst to Agentpoint,1cb06d9e-1dee-e411-80bb-00155dfc3b0a,System Configuration and Custom Development,TRUE
bcabb094-f624-e511-80bd-00155dfc3b0a,7/7/2015,0.25,13f395db-f5ef-e311-a635-0026b9f9e50c,PepsiCo: Sales Force Transformation (Phase 1),ccf0cbc4-3d43-e411-a635-0026b9f9e50c,It 4 User Acceptance Testing Support,TRUE
bfabb094-f624-e511-80bd-00155dfc3b0a,7/7/2015,0.5,6b14519d-c295-e411-b7a3-0026b9f9e50c,Plante Moran: CRM 2015 Implementation,089e68d4-ead0-e411-80ba-00155dfc3b0a,Iteration 3: System Configuration and Custom Development,TRUE
c2abb094-f624-e511-80bd-00155dfc3b0a,7/7/2015,1.5,b0092398-1dee-e411-80bb-00155dfc3b0a,JLL: AP ClientFirst to Agentpoint,1cb06d9e-1dee-e411-80bb-00155dfc3b0a,System Configuration and Custom Development,TRUE
c5abb094-f624-e511-80bd-00155dfc3b0a,7/7/2015,0.25,13f395db-f5ef-e311-a635-0026b9f9e50c,PepsiCo: Sales Force Transformation (Phase 1),5215ac87-3d43-e411-a635-0026b9f9e50c,It 4 Project Management and Status Updates,TRUE
b963159e-f624-e511-80bd-00155dfc3b0a,7/7/2015,0.5,4b10bacb-cd04-e511-80bd-00155dfc3b0a,HUB International: CRM 2015 Discover,4b05bad1-cd04-e511-80bd-00155dfc3b0a,Project Discovery and Requirements Documentation,TRUE
bc63159e-f624-e511-80bd-00155dfc3b0a,7/7/2015,0.25,4b10bacb-cd04-e511-80bd-00155dfc3b0a,HUB International: CRM 2015 Discover,5c05bad1-cd04-e511-80bd-00155dfc3b0a,Project Management and Status Updates,TRUE
bf63159e-f624-e511-80bd-00155dfc3b0a,7/7/2015,1,4b10bacb-cd04-e511-80bd-00155dfc3b0a,HUB International: CRM 2015 Discover,5c05bad1-cd04-e511-80bd-00155dfc3b0a,Project Management and Status Updates,TRUE
c263159e-f624-e511-80bd-00155dfc3b0a,7/7/2015,1,4b10bacb-cd04-e511-80bd-00155dfc3b0a,HUB International: CRM 2015 Discover,5c05bad1-cd04-e511-80bd-00155dfc3b0a,Project Management and Status Updates,TRUE
c563159e-f624-e511-80bd-00155dfc3b0a,7/7/2015,1.5,4b10bacb-cd04-e511-80bd-00155dfc3b0a,HUB International: CRM 2015 Discover,4b05bad1-cd04-e511-80bd-00155dfc3b0a,Project Discovery and Requirements Documentation,TRUE
cb63159e-f624-e511-80bd-00155dfc3b0a,7/7/2015,1,4b10bacb-cd04-e511-80bd-00155dfc3b0a,HUB International: CRM 2015 Discover,5c05bad1-cd04-e511-80bd-00155dfc3b0a,Project Management and Status Updates,TRUE
ce63159e-f624-e511-80bd-00155dfc3b0a,7/7/2015,0.25,4b10bacb-cd04-e511-80bd-00155dfc3b0a,HUB International: CRM 2015 Discover,5c05bad1-cd04-e511-80bd-00155dfc3b0a,Project Management and Status Updates,TRUE
d163159e-f624-e511-80bd-00155dfc3b0a,7/7/2015,1,4b10bacb-cd04-e511-80bd-00155dfc3b0a,HUB International: CRM 2015 Discover,5c05bad1-cd04-e511-80bd-00155dfc3b0a,Project Management and Status Updates,TRUE
d463159e-f624-e511-80bd-00155dfc3b0a,7/7/2015,0.25,1e3ace77-d8ff-e411-80bd-00155dfc3b0a,ET: Dynamics CRM Connector,fc30cb83-d8ff-e411-80bd-00155dfc3b0a,Project Management and Status Updates,TRUE
d763159e-f624-e511-80bd-00155dfc3b0a,7/7/2015,0.75,1e3ace77-d8ff-e411-80bd-00155dfc3b0a,ET: Dynamics CRM Connector,f2cfd17d-d8ff-e411-80bd-00155dfc3b0a,Testing and Debugging,TRUE
97c3f5d0-f624-e511-80bd-00155dfc3b0a,7/7/2015,5,53a8b260-77a5-e411-80ba-00155dfc3b0a,Avnet - MSCRM Implementation,63d41fce-8eb7-e411-80ba-00155dfc3b0a,Milestone 4: Custom Development,TRUE
9ac3f5d0-f624-e511-80bd-00155dfc3b0a,7/7/2015,0.5,53a8b260-77a5-e411-80ba-00155dfc3b0a,Avnet - MSCRM Implementation,ce922667-77a5-e411-80ba-00155dfc3b0a,Project Management and Status Updates,TRUE
9dc3f5d0-f624-e511-80bd-00155dfc3b0a,7/7/2015,0.25,49490ebc-46a8-e211-8486-0026b9f9e50c,Deloitte - Microsoft CRM Pension Integration - Architecture & Planning Phase,c86706c2-46a8-e211-8486-0026b9f9e50c,Project Management and Status Updates,TRUE
a0c3f5d0-f624-e511-80bd-00155dfc3b0a,7/7/2015,2.5,49490ebc-46a8-e211-8486-0026b9f9e50c,Deloitte - Microsoft CRM Pension Integration - Architecture & Planning Phase,db988142-4979-e311-8486-0026b9f9e50c,Phase 4A User Acceptance Testing Support,TRUE
86de31d9-f624-e511-80bd-00155dfc3b0a,7/7/2015,0.25,49490ebc-46a8-e211-8486-0026b9f9e50c,Deloitte - Microsoft CRM Pension Integration - Architecture & Planning Phase,c86706c2-46a8-e211-8486-0026b9f9e50c,Project Management and Status Updates,TRUE
3fee5a7d-f724-e511-80bd-00155dfc3b0a,7/7/2015,0.5,53a8b260-77a5-e411-80ba-00155dfc3b0a,Avnet - MSCRM Implementation,ce922667-77a5-e411-80ba-00155dfc3b0a,Project Management and Status Updates,TRUE
48ee5a7d-f724-e511-80bd-00155dfc3b0a,7/7/2015,4,53a8b260-77a5-e411-80ba-00155dfc3b0a,Avnet - MSCRM Implementation,63d41fce-8eb7-e411-80ba-00155dfc3b0a,Milestone 4: Custom Development,TRUE
4bee5a7d-f724-e511-80bd-00155dfc3b0a,7/7/2015,1,53a8b260-77a5-e411-80ba-00155dfc3b0a,Avnet - MSCRM Implementation,63d41fce-8eb7-e411-80ba-00155dfc3b0a,Milestone 4: Custom Development,TRUE
4eee5a7d-f724-e511-80bd-00155dfc3b0a,7/7/2015,1,53a8b260-77a5-e411-80ba-00155dfc3b0a,Avnet - MSCRM Implementation,63d41fce-8eb7-e411-80ba-00155dfc3b0a,Milestone 4: Custom Development,TRUE
51ee5a7d-f724-e511-80bd-00155dfc3b0a,7/7/2015,1,53a8b260-77a5-e411-80ba-00155dfc3b0a,Avnet - MSCRM Implementation,63d41fce-8eb7-e411-80ba-00155dfc3b0a,Milestone 4: Custom Development,TRUE
10f18b38-f824-e511-80bd-00155dfc3b0a,7/7/2015,0.5,26513fe5-e5f1-e411-80bb-00155dfc3b0a,Preferred Hotel Group- MS CRM 2013 Implementation,941f3eeb-e5f1-e411-80bb-00155dfc3b0a,01. Definition and Design,TRUE
06d54d3f-f824-e511-80bd-00155dfc3b0a,7/7/2015,0.75,80cd592f-c4f5-e411-80bb-00155dfc3b0a,Martin Sprocket- MS CRM Implementation,b330e806-1a19-e511-80bd-00155dfc3b0a,2 - Continued Deployment,TRUE
3c8f2c00-f924-e511-80bd-00155dfc3b0a,7/7/2015,1.25,13f395db-f5ef-e311-a635-0026b9f9e50c,PepsiCo: Sales Force Transformation (Phase 1),5215ac87-3d43-e411-a635-0026b9f9e50c,It 4 Project Management and Status Updates,TRUE
428f2c00-f924-e511-80bd-00155dfc3b0a,7/7/2015,0.25,93526dfb-2ade-e411-80ba-00155dfc3b0a,PING: CRM Phase 1,78fe6301-2bde-e411-80ba-00155dfc3b0a,Project Management and Status Updates,TRUE
458f2c00-f924-e511-80bd-00155dfc3b0a,7/7/2015,1.25,13f395db-f5ef-e311-a635-0026b9f9e50c,PepsiCo: Sales Force Transformation (Phase 1),ccf0cbc4-3d43-e411-a635-0026b9f9e50c,It 4 User Acceptance Testing Support,TRUE
488f2c00-f924-e511-80bd-00155dfc3b0a,7/7/2015,0.25,13f395db-f5ef-e311-a635-0026b9f9e50c,PepsiCo: Sales Force Transformation (Phase 1),5215ac87-3d43-e411-a635-0026b9f9e50c,It 4 Project Management and Status Updates,TRUE
4b8f2c00-f924-e511-80bd-00155dfc3b0a,7/7/2015,0.5,93526dfb-2ade-e411-80ba-00155dfc3b0a,PING: CRM Phase 1,78fe6301-2bde-e411-80ba-00155dfc3b0a,Project Management and Status Updates,TRUE
4e8f2c00-f924-e511-80bd-00155dfc3b0a,7/7/2015,0.5,93526dfb-2ade-e411-80ba-00155dfc3b0a,PING: CRM Phase 1,3cfe6301-2bde-e411-80ba-00155dfc3b0a,System Configuration and Custom Development,TRUE
518f2c00-f924-e511-80bd-00155dfc3b0a,7/7/2015,0.75,93526dfb-2ade-e411-80ba-00155dfc3b0a,PING: CRM Phase 1,78fe6301-2bde-e411-80ba-00155dfc3b0a,Project Management and Status Updates,TRUE
548f2c00-f924-e511-80bd-00155dfc3b0a,7/7/2015,2,93526dfb-2ade-e411-80ba-00155dfc3b0a,PING: CRM Phase 1,36fe6301-2bde-e411-80ba-00155dfc3b0a,Definition and Design,TRUE
720b985b-f924-e511-80bd-00155dfc3b0a,7/7/2015,0.25,f061a36b-5d09-e511-80bd-00155dfc3b0a,Leader Dogs: Phase II,b6c6a571-5d09-e511-80bd-00155dfc3b0a,Definition and Design,TRUE
810b985b-f924-e511-80bd-00155dfc3b0a,7/7/2015,2.75,aebb9a5a-4eab-e411-80ba-00155dfc3b0a,Trubridge Insurance Salesforce Call Center Implementation,febb9a5a-4eab-e411-80ba-00155dfc3b0a,System Configuration and Custom Development,TRUE
840b985b-f924-e511-80bd-00155dfc3b0a,7/7/2015,0.25,aebb9a5a-4eab-e411-80ba-00155dfc3b0a,Trubridge Insurance Salesforce Call Center Implementation,febb9a5a-4eab-e411-80ba-00155dfc3b0a,System Configuration and Custom Development,TRUE
870b985b-f924-e511-80bd-00155dfc3b0a,7/7/2015,1,35d173c1-26f0-e411-80bb-00155dfc3b0a,Fresenius Kabi: iSell v3.0 Enhancements,d8a27dc7-26f0-e411-80bb-00155dfc3b0a,Custom Development and Deployment,TRUE
8a0b985b-f924-e511-80bd-00155dfc3b0a,7/7/2015,0.25,aebb9a5a-4eab-e411-80ba-00155dfc3b0a,Trubridge Insurance Salesforce Call Center Implementation,febb9a5a-4eab-e411-80ba-00155dfc3b0a,System Configuration and Custom Development,TRUE
8d0b985b-f924-e511-80bd-00155dfc3b0a,7/7/2015,0.5,35d173c1-26f0-e411-80bb-00155dfc3b0a,Fresenius Kabi: iSell v3.0 Enhancements,d8a27dc7-26f0-e411-80bb-00155dfc3b0a,Custom Development and Deployment,TRUE
900b985b-f924-e511-80bd-00155dfc3b0a,7/7/2015,0.25,6b14519d-c295-e411-b7a3-0026b9f9e50c,Plante Moran: CRM 2015 Implementation,addc5f39-52c8-e411-80ba-00155dfc3b0a,Iteration 2: System Configuration and Custom Development,TRUE
960b985b-f924-e511-80bd-00155dfc3b0a,7/7/2015,1,0858adfa-10ed-e411-80bb-00155dfc3b0a,Donan SFDC Communities Rescue,5a81a700-11ed-e411-80bb-00155dfc3b0a,Project Discovery and Requirements Documentation,TRUE
9c0b985b-f924-e511-80bd-00155dfc3b0a,7/7/2015,0.5,a02c881b-dff0-e411-80bb-00155dfc3b0a,Starwood - Dedicated Support Extension (May - July),514e5622-dff0-e411-80bb-00155dfc3b0a,Project Discovery and Requirements Documentation,TRUE
80d9ab6e-fa24-e511-80bd-00155dfc3b0a,7/7/2015,1.5,8428146f-68dd-e411-80ba-00155dfc3b0a,TMHU - Data Migration Simplification Project,64d31175-68dd-e411-80ba-00155dfc3b0a,Data Migration,TRUE
ebda01a0-fa24-e511-80bd-00155dfc3b0a,7/7/2015,2,5acca7b1-5ae9-e411-80bb-00155dfc3b0a,Kapnick - Salesforce Launch Project,d43356ba-5ae9-e411-80bb-00155dfc3b0a,03. System Integration,TRUE
0e4987a9-fa24-e511-80bd-00155dfc3b0a,7/7/2015,1,5acca7b1-5ae9-e411-80bb-00155dfc3b0a,Kapnick - Salesforce Launch Project,d43356ba-5ae9-e411-80bb-00155dfc3b0a,03. System Integration,TRUE
c54a1ab2-fa24-e511-80bd-00155dfc3b0a,7/7/2015,0.25,13f395db-f5ef-e311-a635-0026b9f9e50c,PepsiCo: Sales Force Transformation (Phase 1),5215ac87-3d43-e411-a635-0026b9f9e50c,It 4 Project Management and Status Updates,TRUE
c84a1ab2-fa24-e511-80bd-00155dfc3b0a,7/7/2015,0.5,a15600a7-81ad-e411-80ba-00155dfc3b0a,AMEC- Foster Wheeler Implementation,228f42b3-81ad-e411-80ba-00155dfc3b0a,General: Project Management and Status Updates,TRUE
d44a1ab2-fa24-e511-80bd-00155dfc3b0a,7/7/2015,1,7f3902be-0dff-e411-80bd-00155dfc3b0a,MABI: Mability Phase III,dd8dfbc3-0dff-e411-80bd-00155dfc3b0a,Testing and Debugging,TRUE
d74a1ab2-fa24-e511-80bd-00155dfc3b0a,7/7/2015,0.5,13f395db-f5ef-e311-a635-0026b9f9e50c,PepsiCo: Sales Force Transformation (Phase 1),363fa6b7-3d43-e411-a635-0026b9f9e50c,It 4 Testing and Debugging,TRUE
49bc40ba-fa24-e511-80bd-00155dfc3b0a,7/7/2015,0.5,72196759-ae24-e511-80bd-00155dfc3b0a,Amec Foster Wheeler - 2015 H2 Dedicated Resources,1b42a7b6-1625-e511-80bd-00155dfc3b0a,Post-Deployment Support,TRUE
4cbc40ba-fa24-e511-80bd-00155dfc3b0a,7/7/2015,1.75,72196759-ae24-e511-80bd-00155dfc3b0a,Amec Foster Wheeler - 2015 H2 Dedicated Resources,1b42a7b6-1625-e511-80bd-00155dfc3b0a,Post-Deployment Support,TRUE
4fbc40ba-fa24-e511-80bd-00155dfc3b0a,7/7/2015,1,72196759-ae24-e511-80bd-00155dfc3b0a,Amec Foster Wheeler - 2015 H2 Dedicated Resources,1b42a7b6-1625-e511-80bd-00155dfc3b0a,Post-Deployment Support,TRUE
c6f6bcc1-fa24-e511-80bd-00155dfc3b0a,7/7/2015,3,5acca7b1-5ae9-e411-80bb-00155dfc3b0a,Kapnick - Salesforce Launch Project,d43356ba-5ae9-e411-80bb-00155dfc3b0a,03. System Integration,TRUE
4fb59da5-fc24-e511-80bd-00155dfc3b0a,7/6/2015,0.25,f96263f4-da53-e411-9bfa-0026b9f9e50c,Clayco - Dynamics CRM Implementation,c6e55dfa-da53-e411-9bfa-0026b9f9e50c,Post-Deployment Support,TRUE
55b59da5-fc24-e511-80bd-00155dfc3b0a,7/6/2015,0.5,53a8b260-77a5-e411-80ba-00155dfc3b0a,Avnet - MSCRM Implementation,ce922667-77a5-e411-80ba-00155dfc3b0a,Project Management and Status Updates,TRUE
58b59da5-fc24-e511-80bd-00155dfc3b0a,7/6/2015,0.5,91b2b4ba-fee8-e411-80bb-00155dfc3b0a,Merial - ParaVue Windows 8 App,ca2ab2c0-fee8-e411-80bb-00155dfc3b0a,Project Management and Status Updates,TRUE
5eb59da5-fc24-e511-80bd-00155dfc3b0a,7/7/2015,0.25,53a8b260-77a5-e411-80ba-00155dfc3b0a,Avnet - MSCRM Implementation,ce922667-77a5-e411-80ba-00155dfc3b0a,Project Management and Status Updates,TRUE
4954ec5b-fd24-e511-80bd-00155dfc3b0a,7/7/2015,0.75,974da117-c1b7-e411-80ba-00155dfc3b0a,Wacom- Global MS CRM Online Roll out,84975372-79fd-e411-80bd-00155dfc3b0a,4a. Definition and Design,TRUE
4c54ec5b-fd24-e511-80bd-00155dfc3b0a,7/7/2015,0.5,9240a7a1-a977-e211-92f3-0026b9f9e50c,Holiday Retirement: Enhancements to Existing Deployment,981183a5-a977-e211-92f3-0026b9f9e50c,Project Management and Status Updates (Maintenance),TRUE
4f54ec5b-fd24-e511-80bd-00155dfc3b0a,7/7/2015,0.25,6b14519d-c295-e411-b7a3-0026b9f9e50c,Plante Moran: CRM 2015 Implementation,564e39f9-ead0-e411-80ba-00155dfc3b0a,Iteration 4: Definition and Design,TRUE
5254ec5b-fd24-e511-80bd-00155dfc3b0a,7/7/2015,0.25,6b14519d-c295-e411-b7a3-0026b9f9e50c,Plante Moran: CRM 2015 Implementation,495c50a3-c295-e411-b7a3-0026b9f9e50c,Project Management and Status Updates,TRUE
5554ec5b-fd24-e511-80bd-00155dfc3b0a,7/7/2015,1.75,6b14519d-c295-e411-b7a3-0026b9f9e50c,Plante Moran: CRM 2015 Implementation,455c50a3-c295-e411-b7a3-0026b9f9e50c,Technical Architecture,TRUE
5854ec5b-fd24-e511-80bd-00155dfc3b0a,7/7/2015,2.5,974da117-c1b7-e411-80ba-00155dfc3b0a,Wacom- Global MS CRM Online Roll out,84975372-79fd-e411-80bd-00155dfc3b0a,4a. Definition and Design,TRUE
5b54ec5b-fd24-e511-80bd-00155dfc3b0a,7/7/2015,2,9240a7a1-a977-e211-92f3-0026b9f9e50c,Holiday Retirement: Enhancements to Existing Deployment,9ea5527f-3f0a-e511-80bd-00155dfc3b0a,CRM 2015 Carina Upgrade (Maintenance),TRUE
b4dd9bb1-fd24-e511-80bd-00155dfc3b0a,7/7/2015,0.5,974da117-c1b7-e411-80ba-00155dfc3b0a,Wacom- Global MS CRM Online Roll out,9c11981d-c1b7-e411-80ba-00155dfc3b0a,User Acceptance Testing Support,TRUE
b7dd9bb1-fd24-e511-80bd-00155dfc3b0a,7/7/2015,1.25,974da117-c1b7-e411-80ba-00155dfc3b0a,Wacom- Global MS CRM Online Roll out,37d146bc-940f-e511-80bd-00155dfc3b0a,5c. Testing and Debugging,TRUE
badd9bb1-fd24-e511-80bd-00155dfc3b0a,7/7/2015,0.25,6b14519d-c295-e411-b7a3-0026b9f9e50c,Plante Moran: CRM 2015 Implementation,564e39f9-ead0-e411-80ba-00155dfc3b0a,Iteration 4: Definition and Design,TRUE
c9dd9bb1-fd24-e511-80bd-00155dfc3b0a,7/7/2015,0.5,6b14519d-c295-e411-b7a3-0026b9f9e50c,Plante Moran: CRM 2015 Implementation,d5997097-e70e-e511-80bd-00155dfc3b0a,Iteration 4: User Acceptance Testing Support,TRUE
